date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:52:38	374/374	---MCZ	200	added ('OK')	text/css	etag:W/%22679276e8-176%22	https://www.johnsonconsulting.com/wp-content/plugins/wp-pagenavi/pagenavi-css.css?ver=2.70	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/plugins/wp-pagenavi/pagenavi-css44fd.css	(from https://www.johnsonconsulting.com/)
20:52:38	102217/102217	---MCZ	200	added ('OK')	text/css	etag:W/%225222e06b77a1692fa2520a219840e6be%22	https://use.fontawesome.com/releases/v6.4.2/css/all.css	C:/My%20Web%20Sites/zouh/use.fontawesome.com/releases/v6.4.2/css/all.css	(from https://www.johnsonconsulting.com/)
20:52:38	27792/27792	---MCZ	200	added ('OK')	text/css	etag:W/%2261555401-6c90%22	https://www.johnsonconsulting.com/wp-content/themes/johnson-consulting/style.css?ver=0.0.4	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/themes/johnson-consulting/style61e5.css	(from https://www.johnsonconsulting.com/)
20:52:39	27593/27593	---MCZ	200	added ('OK')	text/css	etag:W/%22665de85010641f678f0178a9d330a7af%22	https://use.fontawesome.com/releases/v6.4.2/css/v4-shims.css	C:/My%20Web%20Sites/zouh/use.fontawesome.com/releases/v6.4.2/css/v4-shims.css	(from https://www.johnsonconsulting.com/)
20:52:39	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ecd5ef-15601%22	https://www.johnsonconsulting.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.johnsonconsulting.com/)
20:52:39	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226482bd64-3509%22	https://www.johnsonconsulting.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.johnsonconsulting.com/)
20:52:39	9720/9720	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263e722eb-25f8%22	https://www.johnsonconsulting.com/wp-content/plugins/announcer/public/js/script.js?ver=5.8	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/plugins/announcer/public/js/script41a3.js	(from https://www.johnsonconsulting.com/)
20:52:39	10002/10002	---MCZ	200	added ('OK')	application/javascript	etag:W/%22679276d1-2712%22	https://www.johnsonconsulting.com/wp-content/plugins/popups-for-divi/scripts/ie-compat.min.js?ver=3.0.6	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/plugins/popups-for-divi/scripts/ie-compat.min7c45.js	(from https://www.johnsonconsulting.com/)
20:52:40	22/22	---M--	403	error ('Forbidden')	text/html	date:Thu,%2003%20Apr%202025%2003:52:36%20GMT	https://kit.fontawesome.com/daa1e4446b.js?ver=6.7.1	C:/My%20Web%20Sites/zouh/kit.fontawesome.com/daa1e4446b.1b9704.delayed	(from https://www.johnsonconsulting.com/)
20:52:43	91408/91408	---MCZ	200	added ('OK')	application/json	date:Thu,%2003%20Apr%202025%2003:52:39%20GMT	https://www.johnsonconsulting.com/wp-json/wp/v2/pages/4252	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-json/wp/v2/pages/4252.json	(from https://www.johnsonconsulting.com/)
20:52:44	275778/275778	---MCZ	200	added ('OK')	application/json	date:Thu,%2003%20Apr%202025%2003:52:39%20GMT	https://www.johnsonconsulting.com/wp-json/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-json/index.html	(from https://www.johnsonconsulting.com/)
20:52:45	865/865	---MCZ	200	added ('OK')	text/xml	date:Thu,%2003%20Apr%202025%2003:52:40%20GMT	https://www.johnsonconsulting.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/xmlrpc0db0.php	(from https://www.johnsonconsulting.com/)
20:52:46	2421/2421	---MCZ	200	added ('OK')	application/json	date:Thu,%2003%20Apr%202025%2003:52:42%20GMT	https://www.johnsonconsulting.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.johnsonconsulting.com%2F	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-json/oembed/1.0/embed1f7e.json	(from https://www.johnsonconsulting.com/)
20:52:46	2595/2595	---MCZ	200	added ('OK')	text/xml	date:Thu,%2003%20Apr%202025%2003:52:42%20GMT	https://www.johnsonconsulting.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.johnsonconsulting.com%2F&format=xml	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-json/oembed/1.0/embed58e1	(from https://www.johnsonconsulting.com/)
20:52:46	1682/1682	---M--	200	added ('OK')	image/png	etag:%225e5937e4-692%22	https://www.johnsonconsulting.com/wp-content/uploads/2020/02/cropped-jcg-32x32.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2020/02/cropped-jcg-32x32.png	(from https://www.johnsonconsulting.com/)
20:52:47	22231/22231	---M--	200	added ('OK')	image/png	etag:%225e5937e4-56d7%22	https://www.johnsonconsulting.com/wp-content/uploads/2020/02/cropped-jcg-192x192.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2020/02/cropped-jcg-192x192.png	(from https://www.johnsonconsulting.com/)
20:52:47	20282/20282	---M--	200	added ('OK')	image/png	etag:%225e5937e4-4f3a%22	https://www.johnsonconsulting.com/wp-content/uploads/2020/02/cropped-jcg-180x180.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2020/02/cropped-jcg-180x180.png	(from https://www.johnsonconsulting.com/)
20:52:47	149791/149791	---M--	200	added ('OK')	image/jpeg	etag:%225e585634-2491f%22	https://www.johnsonconsulting.com/wp-content/uploads/2020/02/consulting-meeting.jpg	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2020/02/consulting-meeting.jpg	(from https://www.johnsonconsulting.com/)
20:52:47	8895/8895	---MCZ	200	added ('OK')	text/css	etag:W/%2267d88f88-22bf%22	https://www.johnsonconsulting.com/wp-content/et-cache/4252/et-core-unified-deferred-4252.min.css?ver=1742245768	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/et-cache/4252/et-core-unified-deferred-4252.minf121.css	(from https://www.johnsonconsulting.com/)
20:52:48	15927/15927	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e4723e9-3e37%22	https://www.johnsonconsulting.com/wp-content/uploads/2020/01/JCG-logo.svg	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2020/01/JCG-logo.svg	(from https://www.johnsonconsulting.com/)
20:52:48	385/385	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e4723fe-181%22	https://www.johnsonconsulting.com/wp-content/uploads/2020/01/hero-flag.svg	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2020/01/hero-flag.svg	(from https://www.johnsonconsulting.com/)
20:52:48	1654/1654	---M--	200	added ('OK')	image/png	etag:%225e43a05e-676%22	https://www.johnsonconsulting.com/wp-content/uploads/2020/02/sell-my-business.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2020/02/sell-my-business.png	(from https://www.johnsonconsulting.com/)
20:52:49	2714/2714	---M--	200	added ('OK')	image/png	etag:%22605905c4-a9a%22	https://www.johnsonconsulting.com/wp-content/uploads/2021/03/loans.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2021/03/loans.png	(from https://www.johnsonconsulting.com/)
20:52:49	3220/3220	---M--	200	added ('OK')	image/png	etag:%2262d21815-c94%22	https://www.johnsonconsulting.com/wp-content/uploads/2022/07/customer-service-training.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2022/07/customer-service-training.png	(from https://www.johnsonconsulting.com/)
20:52:49	196225/196225	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2003:52:45%20GMT	https://www.johnsonconsulting.com/services/our-history/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/services/our-history/index.html	(from https://www.johnsonconsulting.com/)
20:52:49	2181/2181	---M--	200	added ('OK')	image/png	etag:%225e43a05b-885%22	https://www.johnsonconsulting.com/wp-content/uploads/2020/02/become-a-buyer.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2020/02/become-a-buyer.png	(from https://www.johnsonconsulting.com/)
20:52:49	2456/2456	---M--	200	added ('OK')	image/png	etag:%2262d21813-998%22	https://www.johnsonconsulting.com/wp-content/uploads/2022/07/coaching-consulting.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2022/07/coaching-consulting.png	(from https://www.johnsonconsulting.com/)
20:52:50	3487/3487	---M--	200	added ('OK')	image/png	etag:%225e4b4b61-d9f%22	https://www.johnsonconsulting.com/wp-content/uploads/2020/02/strategic-plan.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2020/02/strategic-plan.png	(from https://www.johnsonconsulting.com/)
20:52:50	170000/170000	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2003:52:46%20GMT	https://www.johnsonconsulting.com/about/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/about/index.html	(from https://www.johnsonconsulting.com/)
20:52:50	328779/328779	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2003:52:46%20GMT	https://www.johnsonconsulting.com/about/our-team/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/about/our-team/index.html	(from https://www.johnsonconsulting.com/)
20:52:50	3237/3237	---M--	200	added ('OK')	image/png	etag:%2262d21814-ca5%22	https://www.johnsonconsulting.com/wp-content/uploads/2022/07/customer-service-analysis.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2022/07/customer-service-analysis.png	(from https://www.johnsonconsulting.com/)
20:52:50	1819/1819	---M--	200	added ('OK')	image/png	etag:%225e43a05d-71b%22	https://www.johnsonconsulting.com/wp-content/uploads/2020/02/get-a-valuation.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2020/02/get-a-valuation.png	(from https://www.johnsonconsulting.com/)
20:52:50	2197/2197	---M--	200	added ('OK')	image/png	etag:%225e57426e-895%22	https://www.johnsonconsulting.com/wp-content/uploads/2020/02/accounting.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2020/02/accounting.png	(from https://www.johnsonconsulting.com/)
20:52:51	2753/2753	---M--	200	added ('OK')	image/png	etag:%2262d21815-ac1%22	https://www.johnsonconsulting.com/wp-content/uploads/2022/07/leadership-management.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2022/07/leadership-management.png	(from https://www.johnsonconsulting.com/)
20:52:51	122984/122984	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261eb26c9-1e068%22	https://www.johnsonconsulting.com/wp-content/uploads/2022/01/business-lifecycle-feature-4.svg	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2022/01/business-lifecycle-feature-4.svg	(from https://www.johnsonconsulting.com/)
20:52:51	74350/74350	---M--	200	added ('OK')	image/jpeg	etag:%2262d5e2a2-1226e%22	https://www.johnsonconsulting.com/wp-content/uploads/2022/07/valuation-mobile.jpg	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2022/07/valuation-mobile.jpg	(from https://www.johnsonconsulting.com/)
20:52:51	190594/190594	---M--	200	added ('OK')	image/jpeg	etag:%2262d5e4b9-2e882%22	https://www.johnsonconsulting.com/wp-content/uploads/2022/07/book-mobile.jpg	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2022/07/book-mobile.jpg	(from https://www.johnsonconsulting.com/)
20:52:52	126613/126613	---M--	200	added ('OK')	image/png	etag:%2266abaca9-1ee95%22	https://www.johnsonconsulting.com/wp-content/uploads/2024/08/Services-4.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2024/08/Services-4.png	(from https://www.johnsonconsulting.com/)
20:52:52	5611/5611	---M--	200	added ('OK')	image/png	etag:%2260a819d8-15eb%22	https://www.johnsonconsulting.com/wp-content/uploads/2021/05/quotation-mark.png	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2021/05/quotation-mark.png	(from https://www.johnsonconsulting.com/)
20:52:52	183727/183727	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2003:52:48%20GMT	https://www.johnsonconsulting.com/services/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/services/index.html	(from https://www.johnsonconsulting.com/)
20:52:52	1445/1445	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e4723f6-5a5%22	https://www.johnsonconsulting.com/wp-content/uploads/2020/01/icon-conversation.svg	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/uploads/2020/01/icon-conversation.svg	(from https://www.johnsonconsulting.com/)
20:52:53	211377/211377	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2003:52:48%20GMT	https://www.johnsonconsulting.com/services/funeral-home-and-cemetery-business-brokers/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/services/funeral-home-and-cemetery-business-brokers/index.html	(from https://www.johnsonconsulting.com/)
20:52:53	379/379	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2001%20Apr%202025%2013:07:54%20GMT	https://tracker.metricool.com/app/resources/be.js	C:/My%20Web%20Sites/zouh/tracker.metricool.com/app/resources/be.js	(from https://www.johnsonconsulting.com/)
20:52:53	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22602b48f9c0fb6e95b3d96a9c8f5fe7e7%22	https://connect.facebook.net/en_US/sdk.js	C:/My%20Web%20Sites/zouh/connect.facebook.net/en_US/sdk.js	(from https://www.johnsonconsulting.com/)
20:52:53	293430/293430	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-47a36%22	https://code.jquery.com/jquery-1.12.4.js	C:/My%20Web%20Sites/zouh/code.jquery.com/jquery-1.12.4.js	(from https://www.johnsonconsulting.com/)
20:52:54	520714/520714	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-7f20a%22	https://code.jquery.com/ui/1.12.1/jquery-ui.js	C:/My%20Web%20Sites/zouh/code.jquery.com/ui/1.12.1/jquery-ui.js	(from https://www.johnsonconsulting.com/)
20:52:55	166321/166321	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2003:52:51%20GMT	https://www.johnsonconsulting.com/why-jcg/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/why-jcg/index.html	(from https://www.johnsonconsulting.com/)
20:52:56	911/911	---MC-	200	added ('OK')	text/javascript	date:Thu,%2003%20Apr%202025%2003:52:51%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/zouh/www.google.com/recaptcha/api.js	(from https://www.johnsonconsulting.com/)
20:52:56	180947/180947	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2003:52:51%20GMT	https://www.johnsonconsulting.com/your-business-lifecycle/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/your-business-lifecycle/index.html	(from https://www.johnsonconsulting.com/)
20:52:58	114706/114706	---MCZ	200	added ('OK')	text/css	etag:W/%22672ce543-1c012%22	https://www.johnsonconsulting.com/wp-includes/css/dist/block-library/style.min.css?ver=6.7.1	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-includes/css/dist/block-library/style.min9704.css	(from https://www.johnsonconsulting.com/)
20:52:58	221228/221228	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2003:52:53%20GMT	https://www.johnsonconsulting.com/services/sell-my-business/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/services/sell-my-business/index.html	(from https://www.johnsonconsulting.com/)
20:52:58	212507/212507	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2003:52:54%20GMT	https://www.johnsonconsulting.com/services/become-a-jcg-buyer/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/services/become-a-jcg-buyer/index.html	(from https://www.johnsonconsulting.com/)
20:52:59	21464/21464	---MCZ	200	added ('OK')	application/javascript	etag:W/%22667d613a-53d8%22	https://www.johnsonconsulting.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://www.johnsonconsulting.com/)
20:52:59	187240/187240	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2003:52:54%20GMT	https://www.johnsonconsulting.com/services/valuation-services/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/services/valuation-services/index.html	(from https://www.johnsonconsulting.com/)
20:52:59	235600/235600	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2003:52:54%20GMT	https://www.johnsonconsulting.com/services/business-consulting/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/services/business-consulting/index.html	(from https://www.johnsonconsulting.com/)
20:52:59	3089/3089	---MCZ	200	added ('OK')	application/javascript	etag:W/%22679276de-c11%22	https://www.johnsonconsulting.com/wp-content/plugins/ultimate-social-media-icons/js/shuffle/modernizr.custom.min.js?ver=6.7.1	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/plugins/ultimate-social-media-icons/js/shuffle/modernizr.custom.min9704.js	(from https://www.johnsonconsulting.com/)
20:52:59	177775/177775	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2003:52:55%20GMT	https://www.johnsonconsulting.com/services/jcg-academy/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/services/jcg-academy/index.html	(from https://www.johnsonconsulting.com/)
20:52:59	11484/11484	---MCZ	200	added ('OK')	application/javascript	etag:W/%22679276de-2cdc%22	https://www.johnsonconsulting.com/wp-content/plugins/ultimate-social-media-icons/js/shuffle/jquery.shuffle.min.js?ver=6.7.1	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/plugins/ultimate-social-media-icons/js/shuffle/jquery.shuffle.min9704.js	(from https://www.johnsonconsulting.com/)
20:52:59	1472/1472	---MCZ	200	added ('OK')	application/javascript	etag:W/%22679276de-5c0%22	https://www.johnsonconsulting.com/wp-content/plugins/ultimate-social-media-icons/js/shuffle/random-shuffle-min.js?ver=6.7.1	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/plugins/ultimate-social-media-icons/js/shuffle/random-shuffle-min9704.js	(from https://www.johnsonconsulting.com/)
20:52:59	34136/34136	---MCZ	200	added ('OK')	application/javascript	etag:W/%22679276de-8558%22	https://www.johnsonconsulting.com/wp-content/plugins/ultimate-social-media-icons/js/custom.js?ver=2.9.4	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/plugins/ultimate-social-media-icons/js/customf0c3.js	(from https://www.johnsonconsulting.com/)
20:53:00	66452/66452	---MCZ	200	added ('OK')	application/javascript	etag:W/%22679276d1-10394%22	https://www.johnsonconsulting.com/wp-content/plugins/popups-for-divi/scripts/front.min.js?ver=3.0.6	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/wp-content/plugins/popups-for-divi/scripts/front.min7c45.js	(from https://www.johnsonconsulting.com/)
20:53:00	196654/196654	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2003:52:55%20GMT	https://www.johnsonconsulting.com/services/loans/	C:/My%20Web%20Sites/zouh/www.johnsonconsulting.com/services/loans/index.html	(from https://www.johnsonconsulting.com/)
